Movie ID,Title,Year,Rated,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metacritic Rating,IMDb Rating,IMDb Votes,IMDb ID
Mädchen in Uniform-1931,Mädchen in Uniform,1931,Passed,87 min,"Drama, Romance","Leontine Sagan, Carl Froelich","Christa Winsloe (screenplay), Friedrich Dammann (screenplay), Christa Winsloe (play)","Emilia Unda, Dorothea Wieck, Hedy Krilla, Hertha Thiele","At an all-girls boarding school, Manuela falls in love with a teacher, to terrific consequences.",German,Germany,3 wins.,N/A,7.6,"2,170",tt0022183
Murder!-1930,Murder!,1930,TV-PG,92 min,"Crime, Mystery, Thriller",Alfred Hitchcock,"Clemence Dane (from: ""Enter Sir John""), Helen Simpson (from: ""Enter Sir John""), Alfred Hitchcock (adapted by), Walter C. Mycroft (adapted by), Alma Reville (scenario)","Herbert Marshall, Norah Baring, Phyllis Konstam, Edward Chapman","A juror in a murder trial, after voting to convict, has second thoughts and begins to investigate on his own before the execution.",English,UK,N/A,N/A,6.4,"5,236",tt0021165
Pampered Youth-1925,Pampered Youth,1925,N/A,70 min,Drama,David Smith,"Jay Pilcher, Booth Tarkington (novel)","Cullen Landis, Ben Alexander, Allan Forrest, Alice Calhoun",N/A,N/A,USA,N/A,N/A,6.6,7,tt0016198
Magnificent Obsession-1935,Magnificent Obsession,1935,Approved,112 min,"Drama, Romance",John M. Stahl,"Sarah Y. Mason (screenplay), Victor Heerman (screenplay), George O'Neil (screenplay), Lloyd C. Douglas (novel)","Irene Dunne, Robert Taylor, Charles Butterworth, Betty Furness","The life of spoiled rich Robert Merrick is saved through the use of a hospital's only resuscitator, but because the medical device cannot be in two places at once, it results in the death ...","English, French, German",USA,N/A,N/A,6.9,690,tt0026667
I Am Sam-2001,I Am Sam,2001,PG-13,132 min,Drama,Jessie Nelson,"Kristine Johnson, Jessie Nelson","Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest",A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,English,USA,Nominated for 1 Oscar. Another 8 wins & 11 nominations.,28,7.6,"137,876",tt0277027
The Private War of Major Benson-1955,The Private War of Major Benson,1955,Approved,105 min,"Comedy, Family, Romance",Jerry Hopper,"William Roberts (screenplay), Richard Alan Simmons (screenplay), Joe Connelly (story), Bob Mosher (story)","Charlton Heston, Julie Adams, William Demarest, Tim Hovey","As a disciplinary measure, the Army transfers a heavy-handed Major to a ROTC academy where he must shape-up cadets and improve the school's overall ratings.",English,USA,Nominated for 1 Oscar. Another 1 nomination.,N/A,6.6,701,tt0048513
The Maltese Falcon-1931,The Maltese Falcon,1931,Passed,80 min,"Crime, Drama, Film-Noir, Mystery",Roy Del Ruth,"Dashiell Hammett (based on the novel by), Maude Fulton (screen play & dialogue), Brown Holmes (screen play & dialogue)","Bebe Daniels, Ricardo Cortez, Dudley Digges, Una Merkel","A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.","English, Chinese",USA,N/A,N/A,7.3,"2,531",tt0022111
The Iron Mask-1929,The Iron Mask,1929,NOT RATED,95 min,"Adventure, Drama, History, Romance",Allan Dwan,"Lotta Woods (scenario editor), Douglas Fairbanks (story), Alexandre Dumas (novels)","Belle Bennett, Marguerite De La Motte, Dorothy Revier, Vera Lewis","King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for ...",English,USA,N/A,N/A,7.5,"1,033",tt0020030
The Man Who Knew Too Much-1934,The Man Who Knew Too Much,1934,Not Rated,75 min,"Crime, Mystery, Thriller",Alfred Hitchcock,"Charles Bennett (by), D.B. Wyndham-Lewis (by), Edwin Greenwood (scenario), A.R. Rawlinson (scenario), Emlyn Williams (additional dialogue)","Leslie Banks, Edna Best, Peter Lorre, Frank Vosper","A man and his wife receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.","English, German, Italian, French",UK,1 win & 1 nomination.,N/A,6.8,"15,568",tt0025452
The Manchurian Candidate-1962,The Manchurian Candidate,1962,PG-13,126 min,"Drama, Thriller",John Frankenheimer,"Richard Condon (based upon a novel by), George Axelrod (screenplay)","Frank Sinatra, Laurence Harvey, Janet Leigh, Angela Lansbury",A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,English,USA,Nominated for 2 Oscars. Another 5 wins & 6 nominations.,94,7.9,"68,469",tt0056218
Manichitrathazhu-1993,Manichitrathazhu,1993,Not Rated,169 min,"Comedy, Horror, Musical, Mystery, Thriller",Fazil,Madhu Muttam,"Mohanlal, Shobana, Suresh Gopi, Vinaya Prakash","When a forbidden room in an old bungalow is unbolted, the spirit of a vengeful dancer is unleashed.",Malayalam,India,2 wins.,N/A,8.7,"6,828",tt0214915
Marilyn Hotchkiss' Ballroom Dancing and Charm School-1990,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990,TV-G,34 min,"Musical, Short, Family, Comedy, Romance",Randall Miller,Randall Miller,"Elden Henson, Kate Mulligan, William Hurt, Teri Johnston","Worse than having your glove stolen, worse than Chinese water torture, even worse than the earth spinning off its axis and careening into Mars, your mom enrolls you in Marilyn Hotchkiss' ...",English,USA,1 win & 2 nominations.,N/A,6.7,101,tt0283465
London After Midnight-1927,London After Midnight,1927,Passed,69 min,Horror,Tod Browning,"Tod Browning (story ""The Hypnotist""), Waldemar Young (scenario), Joseph Farnham (titles)","Lon Chaney, Marceline Day, Henry B. Walthall, Percy Williams",The abandoned home of a wealthy man who supposedly committed suicide five years earlier is taken over by ghoulish figures - could they be vampires?,N/A,USA,N/A,N/A,6.9,"1,111",tt0018097
The Mark of Zorro-1920,The Mark of Zorro,1920,NOT RATED,107 min,"Adventure, Romance, Western",Fred Niblo,"Johnston McCulley (based on the story by: ""The Curse of Capistrano"" published in ""All-Story Weekly"")","Marguerite De La Motte, Robert McKim, Noah Beery, Charles Hill Mailes","A seemingly idiotic fop is really the courageous vigilante Zorro, who seeks to protect the oppressed.",N/A,USA,1 win.,N/A,7.3,"1,766",tt0011439
Martyrs-2008,Martyrs,2008,R,99 min,Horror,Pascal Laugier,Pascal Laugier,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin, Robert Toupin","A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",French,"France, Canada",7 wins & 8 nominations.,N/A,7.1,"77,312",tt1029234
Midnight-1939,Midnight,1939,Not Rated,94 min,"Comedy, Romance",Mitchell Leisen,"Charles Brackett (screenplay), Billy Wilder (screenplay), Edwin Justus Mayer (based on a story by), Franz Schulz (based on a story by)","Claudette Colbert, Don Ameche, John Barrymore, Francis Lederer","A chorus girl stranded in Paris is set up by a millionaire to break up his wife's affair with another man, while being romantically pursued by a cab driver.","English, French",USA,1 win.,N/A,7.9,"4,107",tt0031647
The Mechanic-1972,The Mechanic,1972,PG,100 min,"Action, Crime, Thriller",Michael Winner,"Lewis John Carlino (screenplay), Lewis John Carlino (story)","Charles Bronson, Jan-Michael Vincent, Keenan Wynn, Jill Ireland",An aging hitman befriends a young man who wants to be a professional killer. Eventually it becomes clear that someone has betrayed them.,English,USA,N/A,51,6.9,"11,548",tt0068931
Death Takes a Holiday-1934,Death Takes a Holiday,1934,Passed,79 min,"Drama, Fantasy, Romance",Mitchell Leisen,"Maxwell Anderson (screenplay), Gladys Lehman (screenplay), Alberto Casella (play), Walter Ferris (english adaptation)","Fredric March, Evelyn Venable, Guy Standing, Katharine Alexander","The Grim Reaper (Frederic March) takes the form of a Prince in an attempt to relate to humans and, along the way, also learns what it is to love.","English, French",USA,1 win & 1 nomination.,N/A,7.2,"1,479",tt0025037
Meet Me in St. Louis-1944,Meet Me in St. Louis,1944,Not Rated,113 min,"Comedy, Drama, Family, Musical, Romance",Vincente Minnelli,"Irving Brecher (screen play), Fred F. Finklehoffe (screen play), Sally Benson (based on the novel by)","Judy Garland, Margaret O'Brien, Mary Astor, Lucille Bremer","In the year leading up to the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York.",English,USA,Nominated for 4 Oscars. Another 6 wins & 1 nomination.,N/A,7.6,"18,918",tt0037059
La vie continue-1981,La vie continue,1981,PG,93 min,"Drama, Romance",Moshé Mizrahi,"Rachel Fabien, Moshé Mizrahi","Annie Girardot, Jean-Pierre Cassel, Pierre Dux, Michel Aumont","Jeanne, mother of two children, loses her husband. She meets Pierre, abandoned by his wife.",French,France,N/A,N/A,7.1,37,tt0083286
It's a Wonderful Life-1946,It's a Wonderful Life,1946,Not Rated,130 min,"Drama, Family, Fantasy",Frank Capra,"Frances Goodrich (screenplay), Albert Hackett (screenplay), Frank Capra (screenplay), Jo Swerling (additional scenes), Philip Van Doren Stern (story)","James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,"English, French",USA,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,89,8.6,"369,970",tt0038650
The Merry Widow-1925,The Merry Widow,1925,Not Rated,137 min,"Drama, Romance",Erich von Stroheim,"Erich von Stroheim (screen adaptation and scenario), Benjamin Glazer (screen adaptation and scenario), Viktor Léon (adapted from the musical comedy by), Leo Stein (adapted from the musical comedy by), Marian Ainslee (titles)","Mae Murray, John Gilbert, Roy D'Arcy, Josephine Crowell",A prince must woo the now wealthy dancer he once abandoned in order to keep her money in the country in order to keep it from crashing economically.,N/A,USA,N/A,N/A,7.3,"2,041",tt0016104
Merton of the Movies-1924,Merton of the Movies,1924,N/A,80 min,Comedy,James Cruze,"Marc Connelly (play), George S. Kaufman (play), Harry Leon Wilson (novel), Walter Woods","Glenn Hunter, Charles Sellon, Sadie Gordon, Gale Henry",N/A,N/A,USA,N/A,N/A,N/A,N/A,tt0015131
Bicycle Thieves-1948,Bicycle Thieves,1948,Not Rated,89 min,Drama,Vittorio De Sica,"Cesare Zavattini (story), Luigi Bartolini (novel), Oreste Biancoli (screenplay), Suso Cecchi D'Amico (screenplay), Vittorio De Sica (screenplay), Adolfo Franci (screenplay), Gherardo Gherardi (screenplay), Gerardo Guerrieri (screenplay), Cesare Zavattini (screenplay)","Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri","In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.","Italian, English",Italy,Nominated for 1 Oscar. Another 18 wins.,N/A,8.3,"132,827",tt0040522
Mighty Joe Young-1949,Mighty Joe Young,1949,Approved,84 min,"Adventure, Drama, Fantasy, Sci-Fi",Ernest B. Schoedsack,"Ruth Rose (screenplay), Merian C. Cooper (from an original story by)","Terry Moore, Ben Johnson, Robert Armstrong, Mr. Joseph Young",A young woman who has raised a giant gorilla from an infant brings him to Hollywood years later seeking her fortune in order to save her family's ranch.,"English, Swahili",USA,Won 1 Oscar. Another 3 nominations.,61,7.0,"4,269",tt0041650
